Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Anchor,Industry,Business Description,Started in,Number of Presenters,Male Presenters,Female Presenters,Couple Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,EBITDA,Cash Burn,SKUs,Has Patents,Bootstrapped,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of Sharks in Deal,Deal Has Conditions,Royalty Deal,Advisory Shares Equity,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ritesh Investment Amount,Ritesh Investment Equity,Ritesh Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Ritesh Present,Amit Present,Guest Present
1,Scrapshala,31,100,20-Dec-21,04-Feb-22,31-Jan-22,Entrepreneurship Ki Raah,Rannvijay Singh,Manufacturing,Handmade Reusable Scrap Materials,2016,2,0,2,0,Middle,Varanasi,Uttar Pradesh,27,2,0,0,0,no,0,no,funded,50,10,500,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,Yes,Yes,Yes,No,No,No,1
1,Sabjikothi,31,101,20-Dec-21,04-Feb-22,31-Jan-22,Entrepreneurship Ki Raah,Rannvijay Singh,Manufacturing,Vegetables Storage SaptKrishi,2019,2,1,1,0,Young,Bhagalpur,Bihar,0,0,0,0,0,no,0,no,funded,60,2.5,2400,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,Yes,Yes,Yes,No,No,No,1
1,AyuRythm,31,102,20-Dec-21,04-Feb-22,31-Jan-22,Entrepreneurship Ki Raah,Rannvijay Singh,Medical/Health,Ayurvedic Wellness App,2016,3,3,0,0,Middle,Bangalore,Karnataka,0,0,0,0,0,no,0,no,funded,75,2,3750,Yes,Yes,75,2.68,0,0,2799,1,no,No,0,0,0,0,0,0,0,0,0,0,75,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,Yes,Yes,Yes,No,No,No,1
1,Astrix,31,103,20-Dec-21,04-Feb-22,31-Jan-22,Entrepreneurship Ki Raah,Rannvijay Singh,Manufacturing,Smart Locks Qtouch,2021,2,1,1,1,Middle,Coimbatore,Tamil Nadu,75,18,0,0,0,no,0,no,funded,75,3,2500,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,Yes,Yes,Yes,No,No,No,1
1,TheaAndSid,32,104,20-Dec-21,04-Feb-22,01-Feb-22,The Road To Success,Rannvijay Singh,Services,Proposal Solutions,2021,2,0,2,0,Middle,Mumbai,Maharashtra,16,10,75,30,0,no,0,no,funded,80,7,1143,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,ExperentialEtc,32,105,20-Dec-21,04-Feb-22,01-Feb-22,The Road To Success,Rannvijay Singh,Technology/Software,Technology layered advertisement services,2017,2,2,0,0,Middle,Mumbai,Maharashtra,100,0,0,0,0,no,0,no,funded,200,4,5000,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,GrowFitter,32,106,20-Dec-21,04-Feb-22,01-Feb-22,The Road To Success,Rannvijay Singh,Technology/Software,Rewards App,2021,2,2,0,0,Middle,Mumbai,Maharashtra,170,0,0,0,0,yes,0,no,funded,50,1,5000,Yes,Yes,50,2,0,0,2500,1,yes,No,0,0,0,0,0,0,0,0,0,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,C3Med-Tech,32,107,20-Dec-21,04-Feb-22,01-Feb-22,The Road To Success,Rannvijay Singh,Medical/Health,Portable ophthalmic vision devices,2019,2,1,1,1,Middle,Ahmedabad,Gujarat,0,0,0,0,0,no,0,no,funded,35,6,583,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,ColourMeMad-CMM,33,108,20-Dec-21,04-Feb-22,02-Feb-22,Life-Changing Ideas,Rannvijay Singh,Beauty/Fashion,Insoles,2017,2,1,1,1,Middle,Mumbai,Maharashtra,0,0.66,0,0,0,no,0,no,funded,40,10,400,Yes,Yes,40,25,0,0,160,1,no,No,0,40,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,Mavi's,33,109,20-Dec-21,04-Feb-22,02-Feb-22,Life-Changing Ideas,Rannvijay Singh,Food,Vegan Fermented Food,2018,2,1,1,1,Middle,Thane,Maharashtra,0,2,0,0,0,no,0,no,funded,40,5,800,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,TweekLabs,33,110,20-Dec-21,04-Feb-22,02-Feb-22,Life-Changing Ideas,Rannvijay Singh,Sports,Sportswear,2019,4,4,0,0,Middle,Delhi,Delhi,0,0,0,0,0,no,0,no,funded,40,2,2000,Yes,Yes,60,10,0,0,600,3,no,No,0,0,0,0,0,0,0,20,3.33,0,0,0,0,20,3.33,0,0,0,0,0,0,0,20,3.33,0,Ashneer Grover,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,Proxgy,33,111,20-Dec-21,04-Feb-22,02-Feb-22,Life-Changing Ideas,Rannvijay Singh,Technology/Software,Virtual Reality,2020,2,2,0,0,Middle,Delhi,Delhi,0,0,0,0,0,no,0,no,funded,35,1,3500,Yes,Yes,100,10,0,0,1000,2,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,50,5,0,Ashneer Grover,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,NomadFoodProject,34,112,20-Dec-21,04-Feb-22,03-Feb-22,Scaling Ambitions,Rannvijay Singh,Food,Bacon Jams Relishes,2019,2,2,0,0,Young,"Delhi,Pune","Delhi,Maharashtra",0,3,70,0,0,no,0,no,funded,40,10,400,Yes,Yes,40,20,0,0,200,4,no,No,0,10,5,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,"Ghazal Alagh,Ashneer Grover","Ghazal Alagh,Ashneer Grover",Yes,Yes,Yes,Yes,Yes,No,No,2
1,TweeInOne,34,113,20-Dec-21,04-Feb-22,03-Feb-22,Scaling Ambitions,Rannvijay Singh,Beauty/Fashion,Reversible and convertible clothing,2017,1,0,1,0,Young,Mumbai,Maharashtra,0,0,0,0,0,no,0,no,funded,30,7.5,400,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,"Ghazal Alagh,Ashneer Grover",Yes,Yes,Yes,Yes,Yes,No,No,2
1,GreenProtein,34,114,20-Dec-21,04-Feb-22,03-Feb-22,Scaling Ambitions,Rannvijay Singh,Food,Plant-Based Protein,2019,2,1,1,1,Middle,Mumbai,Maharashtra,0,12,40,0,0,no,0,no,funded,60,2,3000,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,"Ghazal Alagh,Ashneer Grover",Yes,Yes,Yes,Yes,Yes,No,No,2
1,On2Cook,34,115,20-Dec-21,04-Feb-22,03-Feb-22,Scaling Ambitions,Rannvijay Singh,Food,Fastest Cooking Device,2022,1,1,0,0,Middle,Ahmedabad,Gujarat,0,0,0,0,0,no,0,no,funded,100,1,10000,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,"Ghazal Alagh,Ashneer Grover",Yes,Yes,Yes,Yes,Yes,No,No,2
1,JainShikanji,35,116,20-Dec-21,04-Feb-22,04-Feb-22,The Final Destination,Rannvijay Singh,Food,Lemonade,2017,1,1,0,0,Middle,Modinagar,Uttar Pradesh,0,2,0,0,0,no,0,no,funded,40,8,500,Yes,Yes,40,30,0,0,133,4,no,No,0,0,0,0,10,7.5,0,10,7.5,0,10,7.5,0,0,0,0,0,0,0,0,0,0,10,7.5,0,Ashneer Grover,"Ghazal Alagh,Ashneer Grover",Yes,Yes,Yes,Yes,Yes,No,No,2
1,Woloo,35,117,20-Dec-21,04-Feb-22,04-Feb-22,The Final Destination,Rannvijay Singh,Technology/Software,Washroom Finder,2020,3,1,2,0,Middle,Mumbai,Maharashtra,108,0,0,0,0,no,0,no,funded,50,4,1250,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,"Ghazal Alagh,Ashneer Grover",Yes,Yes,Yes,Yes,Yes,No,No,2
1,ElcareIndia,35,118,20-Dec-21,04-Feb-22,04-Feb-22,The Final Destination,Rannvijay Singh,Medical/Health,Carenting for Elders,2021,3,2,1,0,Middle,Mumbai,Maharashtra,60,0,30,0,0,no,0,no,funded,100,2.5,4000,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,"Ghazal Alagh,Ashneer Grover",Yes,Yes,Yes,Yes,Yes,No,No,2
1,SneaKare,36,119,20-Dec-21,04-Feb-22,04-Feb-22,Gateway To Shark Tank India,Rannvijay Singh,Beauty/Fashion,Shoe Sneaker kits storage crates,2020,1,1,0,0,Young,Delhi,Delhi,0,7,0,0,0,no,0,no,funded,20,5,400,Yes,Yes,21,12,0,0,175,3,no,No,0,7,4,0,7,4,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,Yes,Yes,No,Yes,Yes,No,No,0
1,FrenchCrown,36,120,20-Dec-21,04-Feb-22,04-Feb-22,Gateway To Shark Tank India,Rannvijay Singh,Beauty/Fashion,Clothes,2017,2,2,0,0,Middle,Surat,Gujarat,7200,0,70,0,0,no,0,no,funded,150,0.33,45455,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,Yes,Yes,No,Yes,Yes,No,No,0
1,StoreMyGoods,36,121,20-Dec-21,04-Feb-22,04-Feb-22,Gateway To Shark Tank India,Rannvijay Singh,Services,Storage solutions,2020,3,2,1,1,Middle,Noida,Uttar Pradesh,100,0,0,0,0,no,0,no,funded,100,1.75,5714,Yes,Yes,50,4,50,0,1250,2,no,No,0,25,2,25,0,0,0,0,0,0,0,0,0,25,2,25,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,Yes,Yes,No,Yes,Yes,No,No,0
1,Devnagri,36,122,20-Dec-21,04-Feb-22,04-Feb-22,Gateway To Shark Tank India,Rannvijay Singh,Technology/Software,Translation of language content,2020,2,2,0,0,Middle,Delhi,Delhi,500,0,0,0,0,no,0,no,funded,100,1,10000,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,Yes,Yes,No,Yes,Yes,No,No,0
1,WitBlox,0,123,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Manufacturing,Kids playing equipment,2020,2,1,1,0,Middle,Mumbai,Maharashtra,0,0,0,0,0,no,0,no,funded,60,3,2000,Yes,Yes,60,10,0,0,600,2,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,0,0,0,0,0,0,30,5,0,Ghazal Alagh,Ghazal Alagh,No,No,No,No,Yes,No,No,1
1,Kineer,0,124,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Food,Packaged drinking water,2018,2,1,0,0,Middle,Pune,Maharashtra,0,2,0,0,0,no,0,no,funded,100,10,1000,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,PiChem,0,125,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Manufacturing,Chemical products,2021,1,1,0,0,Young,Lucknow,Uttar Pradesh,0,1.77,50,0,0,no,0,no,funded,40,5,800,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,Clensta,0,126,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Beauty/Fashion,Waterless bathing technology products,2017,1,1,0,0,Middle,Delhi,Delhi,0,150,0,0,0,no,0,no,funded,100,1,10000,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,InfinitiInsects,0,127,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Animal/Pets,Live insect feed for pets,2016,2,1,1,0,Middle,Bangalore,Karnataka,0,0.5,0,0,0,no,0,no,funded,25,10,250,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,AshwaPro,0,128,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Services,Outdoor cycling gym,2020,1,1,0,0,Middle,Jaipur,Rajasthan,0,0,0,0,0,no,0,no,funded,50,10,500,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,Mine4Nine,0,129,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Beauty/Fashion,Trendy maternity dresses,2019,2,1,1,1,Middle,Gurgaon,Haryana,260,0,0,0,0,no,0,no,funded,75,4,1875,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,StudioBeej,0,130,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Beauty/Fashion,Sustainable leather accessories,2020,1,0,1,0,Middle,Mumbai,Maharashtra,112,0,0,0,0,no,0,no,funded,75,7.5,1000,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,Sattuz,0,131,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Liquor/Beverages,Foods Beverages super food,2018,2,1,1,1,Middle,Madhubani,Bihar,25,0,0,0,0,no,0,no,funded,25,5,500,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,Scintiglo,0,132,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Medical/Health,Diagnostic device for microalbuminuria estimation,2021,1,1,0,0,Middle,Indore,Madhya Pradesh,0,0,0,0,0,no,0,no,funded,75,1,7500,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,Glii,0,133,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Services,Dating app for LGBTQ,2021,4,3,0,0,Middle,Noida,Uttar Pradesh,0,0,0,0,0,no,0,no,funded,40,4,1000,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,StanleeIndia,0,134,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Electronics,Televisions,2019,3,3,0,0,Middle,Delhi,Delhi,0,0,0,0,0,no,0,no,funded,60,3,2000,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,SpaceKidzIndia,0,135,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Manufacturing,Small Satellites by kids,2016,2,1,1,0,Middle,Chennai,Tamil Nadu,0,0,0,0,0,no,0,no,funded,100,2,5000,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,UrbanNaps,0,136,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Services,Smart Napping Pod,2018,2,2,0,0,Young,Ahmedabad,Gujarat,0,0,0,0,0,no,0,no,funded,50,4,1250,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,Gizmoswala,0,137,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Entertainment,Sex toys and games,2020,3,2,1,0,Middle,Mumbai,Maharashtra,0,7,40,0,0,no,0,no,funded,75,5,1500,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,ZyppElectric,0,138,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Vehicles/Electrical Vehicles,Electrical Vehicles,2017,2,1,1,1,Young,Gurgaon,Haryana,0,0,0,0,0,yes,0,no,funded,220,1,22000,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,Picsniff,0,139,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Technology/Software,Face recognition based image sharing,2021,1,1,0,0,Young,Mumbai,Maharashtra,0,0,0,0,0,no,0,no,funded,55,1,5500,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,Deciwood,0,140,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Electronics,Portable wooden Bluetooth speakers,2019,2,2,0,0,Young,Delhi,Delhi,0,0,0,0,0,no,0,no,funded,50,3.5,1429,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,HappyBar,0,141,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Food,FitSport delicious snacks,2019,3,2,1,0,Middle,Hyderabad,Telangana,0,29,0,0,0,yes,0,no,funded,60,2,3000,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,Tathastulive,0,142,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Services,"Offer Daan, Puja and Yajna",2020,3,2,1,1,Middle,Ahmedabad,Gujarat,0,0,0,0,0,no,0,no,funded,50,10,500,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,BandsandCups,0,143,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Beauty/Fashion,Bra fitting service,2021,1,0,1,0,Middle,Chennai,Tamil Nadu,0,1,60,0,0,no,0,no,funded,40,10,400,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,MyWealthProtector,0,144,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Services,Beyond Life Service,2019,2,2,0,0,Middle,Mumbai,Maharashtra,0,2,0,0,0,no,0,no,funded,50,2.5,2000,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,TheIris,0,145,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Manufacturing,Pocket Microscopes,2019,2,1,1,0,Young,Bangalore,Karnataka,0,0,0,0,0,no,0,no,funded,10,15,67,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,Canebot,0,146,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Food,Juice making machine,2012,2,1,1,1,Middle,Pune,Maharashtra,200,0,0,0,0,no,0,yes,funded,100,2.5,4000,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,OyeDelhiOye,0,147,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Food,Delhi Ke Chole Kulche,2021,2,2,0,0,Middle,Delhi,Delhi,0,0,0,0,0,no,0,no,funded,35,10,350,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,InaliAssistiveTech,0,148,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Medical/Health,Prosthetics,2020,2,2,0,0,Young,Pune,Maharashtra,0,0,0,0,0,no,0,no,funded,50,5,1000,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,Meera'sCelebrations,0,149,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Services,Wedding ceremonial items,2010,2,1,1,1,Middle,Ludhiana,Punjab,0,0,0,0,0,no,0,no,funded,50,25,200,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,Artment,0,150,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Furnishing/Household,Exquisite pieces of home decor,2019,2,1,1,0,Young,Gurgaon,Haryana,0,100,0,0,0,no,0,no,funded,170,2.5,6800,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,Powertree,0,151,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Manufacturing,Beautiful efficient solar panels,2018,2,2,0,0,Middle,Gandhinagar,Gujarat,0,0,0,0,0,no,0,no,funded,150,2.5,6000,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
1,Eume,0,152,20-Dec-21,04-Feb-22,Not given,Unseen,Rannvijay Singh,Beauty/Fashion,Massager Backpack,2018,3,2,1,1,Middle,Mumbai,Maharashtra,1200,0,0,0,0,no,0,no,funded,150,2,7500,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,No,No,No,No,No,No,No,0
2,Hoovu,1,153,02-Jan-23,10-Mar-23,02-Jan-23,Entrepreneurship Ki Leher Ek Baar Firse,Rahul Dua,Services,Fresh Pooja flowers,0,2,0,2,0,Young,Bangalore,Karnataka,0,65,0,0,0,no,0,no,funded,80,1,8000,Yes,Yes,100,2,0,0,5000,2,no,No,0,0,0,0,0,0,0,0,0,0,50,1,0,50,1,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,Yes,Yes,Yes,Yes,Yes,No,No,0
2,Dorji,1,154,02-Jan-23,10-Mar-23,02-Jan-23,Entrepreneurship Ki Leher Ek Baar Firse,Rahul Dua,Food,Flavors of Tea,0,2,2,0,0,Young,Darjeeling,West Bengal,0,11,0,0,0,no,0,no,funded,30,5,600,Yes,Yes,30,15,0,0,200,3,no,No,0,0,0,0,10,5,0,10,5,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,Yes,Yes,Yes,Yes,Yes,No,No,0
2,Recode,1,155,02-Jan-23,10-Mar-23,02-Jan-23,Entrepreneurship Ki Leher Ek Baar Firse,Rahul Dua,Beauty/Fashion,Beauty & cosmetics,0,2,2,0,0,Middle,Ludhiana,Punjab,0,0,0,0,0,no,0,no,funded,100,1,10000,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,Yes,Yes,Yes,Yes,Yes,No,No,0
2,VeryMuchIndian,2,156,02-Jan-23,10-Mar-23,03-Jan-23,A Bigger Vision,Rahul Dua,Beauty/Fashion,Paithani Handloom Sarees,2018,2,1,1,1,Middle,Pune,Maharashtra,150,0,35,0,0,no,0,no,funded,50,3,1667,Yes,Yes,50,10,0,0,500,2,no,No,0,25,5,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,No Guest Present,Yes,Yes,Yes,Yes,Yes,No,No,0
