Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Anchor,Industry,Business Description,Started in,Number of Presenters,Male Presenters,Female Presenters,Couple Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,EBITDA,Cash Burn,SKUs,Has Patents,Bootstrapped,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of Sharks in Deal,Deal Has Conditions,Royalty Deal,Advisory Shares Equity,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ritesh Investment Amount,Ritesh Investment Equity,Ritesh Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Ritesh Present,Amit Present,Guest Present
1,Cocofit,15,46,20-Dec-21,04-Feb-22,07-Jan-22,It's Time To Change,Rannvijay Singh,Food,Coconut based beverage franchise,2019,3,3,0,0,Middle,Hyderabad,Telangana,100,0,95,0,0,no,0,no,funded,5.00E-05,5,0,Yes,Yes,5.00E-05,5,0,0,0,3,no,No,0,1.60E-05,1.666,0,0,0,0,1.60E-05,1.666,0,1.60E-05,1.666,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,BambooIndia,16,47,20-Dec-21,04-Feb-22,10-Jan-22,Winning The Sharks Trust,Rannvijay Singh,Manufacturing,Bamboo Products,2016,2,1,1,1,Middle,Pune,Maharashtra,380,20,0,0,0,no,0,no,funded,80,4,2000,Yes,Yes,50,3.5,30,0,1429,2,no,No,0,0,0,0,0,0,0,25,1.75,15,0,0,0,0,0,0,0,0,0,0,0,0,25,1.75,15,Ashneer Grover,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,FlyingFur,16,48,20-Dec-21,04-Feb-22,10-Jan-22,Winning The Sharks Trust,Rannvijay Singh,Animal/Pets,Dog pets Hygiene,2016,3,2,1,0,Middle,Delhi,Delhi,0,0,0,0,0,no,0,no,funded,75,7,1071,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,BeyondWater,16,49,20-Dec-21,04-Feb-22,10-Jan-22,Winning The Sharks Trust,Rannvijay Singh,Food,Liquid Water Enhancer,2020,2,1,1,0,Young,Kolkata,West Bengal,0,10,0,0,0,no,0,no,funded,75,4,1875,Yes,Yes,75,15,0,0,500,2,no,No,0,37.5,7.5,0,0,0,0,0,0,0,37.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,Let'sTry,16,50,20-Dec-21,04-Feb-22,10-Jan-22,Winning The Sharks Trust,Rannvijay Singh,Food,Healthy Snacks,2017,4,1,3,1,Middle,Delhi,Delhi,0,3,55,25,0,no,50,no,funded,45,2,2250,Yes,Yes,45,12,0,0,375,2,no,No,0,0,0,0,0,0,0,22.5,6,0,22.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,FindYourKicksIndia,17,51,20-Dec-21,04-Feb-22,11-Jan-22,A Wave Of Startups,Rannvijay Singh,Beauty/Fashion,Sneaker Resale,2021,3,3,0,0,Young,Ludhiana,Punjab,0,3.5,0,0,0,no,0,no,funded,50,10,500,Yes,Yes,50,25,0,0,200,5,no,No,0,10,5,0,0,0,0,10,5,0,10,5,0,10,5,0,0,0,0,0,0,0,10,5,0,Ashneer Grover,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,AasVidyalaya,17,52,20-Dec-21,04-Feb-22,11-Jan-22,A Wave Of Startups,Rannvijay Singh,Education,EdTech App,2019,2,1,1,1,Middle,Mumbai,Maharashtra,150,0,0,0,0,no,0,no,funded,150,3,5000,Yes,Yes,150,15,0,0,1000,3,no,No,0,50,5,0,0,0,0,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,50,5,0,Ashneer Grover,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,Outbox,17,53,20-Dec-21,04-Feb-22,11-Jan-22,A Wave Of Startups,Rannvijay Singh,Services,Premium Surprise-Planning,2017,2,1,1,0,Young,Kolkata,West Bengal,110,0,0,0,0,no,0,no,funded,50,5,1000,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,RoadBounce,17,54,20-Dec-21,04-Feb-22,11-Jan-22,A Wave Of Startups,Rannvijay Singh,Technology/Software,Pothole Detection Software and Data,2016,1,1,0,0,Middle,Pune,Maharashtra,250,0,0,0,0,no,0,yes,funded,80,10,800,Yes,Yes,80,20,0,0,400,1,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,Mommy'sKitchen,18,55,20-Dec-21,04-Feb-22,12-Jan-22,Investing In Profitable Businesses,Rannvijay Singh,Food,Thin Crust Pizza,2016,3,2,1,0,Middle,Mumbai,Maharashtra,92,4.5,0,0,0,no,0,no,funded,90,3,3000,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,IndiaHempandCo,18,56,20-Dec-21,04-Feb-22,12-Jan-22,Investing In Profitable Businesses,Rannvijay Singh,Food,Hemp Food Products,2019,1,0,1,0,Middle,Bangalore,Karnataka,27,2,0,0,0,no,12,no,funded,50,4,1250,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,Otua,18,57,20-Dec-21,04-Feb-22,12-Jan-22,Investing In Profitable Businesses,Rannvijay Singh,Vehicles/Electrical Vehicles,Electric Auto Vehicle Dandera,2018,2,2,0,0,Middle,Gurgaon,Haryana,0,0,0,0,0,no,0,no,funded,100,1,10000,Yes,Yes,1,1,99,12,100,1,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,99,Ashneer Grover,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,Anthyesti,18,58,20-Dec-21,04-Feb-22,12-Jan-22,Investing In Profitable Businesses,Rannvijay Singh,Services,Funeral Service the last rites,2015,1,0,1,0,Middle,Bangalore,Karnataka,116,0,50,6,0,no,0,no,funded,50,2.5,2000,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,Ethik,19,59,20-Dec-21,04-Feb-22,13-Jan-22,Forming An Idea And Bagging A Deal,Rannvijay Singh,Manufacturing,Leather-free Shoes,2012,2,2,0,0,Middle,Bangalore,Karnataka,12,1,0,0,0,no,0,no,funded,15,5,300,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,WeSTOCK,19,60,20-Dec-21,04-Feb-22,13-Jan-22,Forming An Idea And Bagging A Deal,Rannvijay Singh,Animal/Pets,Brainwired Livestock health monitoring AI pets ear tag,2018,2,2,0,0,Middle,Ernakulam,Kerala,54,0,0,0,0,no,0,no,funded,50,5,1000,Yes,Yes,60,10,0,0,600,4,no,No,0,15,2.5,0,0,0,0,0,0,0,15,2.5,0,15,2.5,0,0,0,0,0,0,0,15,2.5,0,Ashneer Grover,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,KetoIndia,19,61,20-Dec-21,04-Feb-22,13-Jan-22,Forming An Idea And Bagging A Deal,Rannvijay Singh,Food,Customised Keto Diets for various Medical/Health issues,2019,1,1,0,0,Young,Delhi,Delhi,180,15,0,0,0,no,0,no,funded,150,1.25,12000,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,Magiclock,19,62,20-Dec-21,04-Feb-22,13-Jan-22,Forming An Idea And Bagging A Deal,Rannvijay Singh,Hardware,LPG Cylinder lock,2019,3,3,0,0,Middle,Mumbai,Maharashtra,0,0.04,0,0,0,no,0,yes,funded,120,8,1500,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,TheStatePlate,20,63,20-Dec-21,04-Feb-22,14-Jan-22,A Variety Of Ideas,Rannvijay Singh,Food,Delicacies,2020,2,1,1,0,Young,"Bangalore,Kolkata","Karnataka,West Bengal",0,40,34,0,0,yes,400,no,funded,65,2,3250,Yes,Yes,40,3,25,0,1333,1,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,25,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,Bakarmax,20,64,20-Dec-21,04-Feb-22,14-Jan-22,A Variety Of Ideas,Rannvijay Singh,Technology/Software,Comics & Animation,2020,2,2,0,0,Young,Delhi,Delhi,35,5,0,0,0,no,0,no,funded,35,5,700,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,INACAN,20,65,20-Dec-21,04-Feb-22,14-Jan-22,A Variety Of Ideas,Rannvijay Singh,Food,Can Cocktails,2020,3,3,0,0,Middle,Pune,Maharashtra,0,23,0,0,0,no,0,no,funded,50,2,2500,Yes,Yes,100,10,0,0,1000,5,no,No,0,20,2,0,0,0,0,20,2,0,20,2,0,20,2,0,0,0,0,0,0,0,20,2,0,Ashneer Grover,Ashneer Grover,Yes,No,Yes,Yes,Yes,No,No,1
1,Get-A-Whey,21,66,20-Dec-21,04-Feb-22,17-Jan-22,Game-changing Ideas,Rannvijay Singh,Food,Sugar-Free Icecream,2018,2,1,1,0,Middle,Mumbai,Maharashtra,360,0.25,69,20,0,no,12,no,funded,100,8,1250,Yes,Yes,100,15,0,0,667,3,no,No,0,0,0,0,33.33,5,0,0,0,0,33.33,5,0,0,0,0,0,0,0,0,0,0,33.33,5,0,Ashneer Grover,Ashneer Grover,No,Yes,Yes,Yes,Yes,No,No,1
1,Sid07Designs,21,67,20-Dec-21,04-Feb-22,17-Jan-22,Game-changing Ideas,Rannvijay Singh,Hardware,Inventions,2018,1,1,0,0,Young,Jammu,Jammu & Kashmir,0,1,0,0,0,no,0,yes,funded,47,10,470,Yes,Yes,25,75,22,0,33,1,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75,22,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,No,Yes,Yes,Yes,Yes,No,No,1
1,TheQuirkyNaari,21,68,20-Dec-21,04-Feb-22,17-Jan-22,Game-changing Ideas,Rannvijay Singh,Beauty/Fashion,Customised Apparels,2018,1,0,1,0,Young,Mathura,Uttar Pradesh,0,3,0,0,0,no,0,no,funded,35,5,700,Yes,Yes,35,24,0,0,146,2,no,No,0,0,0,0,17.5,12,0,17.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,No,Yes,Yes,Yes,Yes,No,No,1
1,HairOriginals,22,69,20-Dec-21,04-Feb-22,18-Jan-22,Turning Ideas Into Businesses,Rannvijay Singh,Beauty/Fashion,Natural Hair Extensions,2019,3,3,0,0,Middle,Gurgaon,Haryana,0,55,62,0,0,no,0,no,funded,60,2,3000,Yes,Yes,60,4,0,0,1500,3,no,No,0,0,0,0,0,0,0,20,1.33,0,0,0,0,20,1.33,0,0,0,0,0,0,0,20,1.33,0,Ashneer Grover,Ashneer Grover,No,Yes,Yes,Yes,Yes,No,No,1
1,Poo-de-Cologne,22,70,20-Dec-21,04-Feb-22,18-Jan-22,Turning Ideas Into Businesses,Rannvijay Singh,Beauty/Fashion,Toilet Spray with Essential Oils,2021,1,0,1,0,Middle,Mumbai,Maharashtra,0,0.75,150,0,0,no,0,no,funded,75,5,1500,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,No,Yes,Yes,Yes,Yes,No,No,1
1,Moonshine,22,71,20-Dec-21,04-Feb-22,18-Jan-22,Turning Ideas Into Businesses,Rannvijay Singh,Food,Meads,2018,2,2,0,0,Middle,Mumbai,Maharashtra,372,0,70,0,0,no,0,no,funded,80,0.5,16000,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,No,Yes,Yes,Yes,Yes,No,No,1
1,Falhari,22,72,20-Dec-21,04-Feb-22,18-Jan-22,Turning Ideas Into Businesses,Rannvijay Singh,Food,Fresh Fruits salads,2015,3,3,0,0,Middle,Gurgaon,Haryana,0,1,25,0,0,no,0,no,funded,50,2,2500,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,No,Yes,Yes,Yes,Yes,No,No,1
1,NamhyaFoods,23,73,20-Dec-21,04-Feb-22,19-Jan-22,Investing In Innovation,Rannvijay Singh,Food,Ayurvedic Enriched Food,2019,1,0,1,0,Young,Jammu,Jammu & Kashmir,0,16,0,34,0,no,70,no,funded,100,5,2000,Yes,Yes,50,10,50,0,500,1,no,No,0,0,0,0,0,0,0,0,0,0,50,10,50,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,No,Yes,Yes,Yes,Yes,No,No,1
1,UrbanMonkey,23,74,20-Dec-21,04-Feb-22,19-Jan-22,Investing In Innovation,Rannvijay Singh,Beauty/Fashion,Streetwear,2014,1,1,0,0,Young,Mumbai,Maharashtra,2500,200,0,25,0,no,0,no,funded,100,1,10000,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,No,Yes,Yes,Yes,Yes,No,No,1
1,GuardianGears,23,75,20-Dec-21,04-Feb-22,19-Jan-22,Investing In Innovation,Rannvijay Singh,Manufacturing,Motorcycle Luggage bags,2018,2,1,1,1,Middle,Hyderabad,Telangana,250,21,50,15,0,no,0,no,funded,30,5,600,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,No,Yes,Yes,Yes,Yes,No,No,1
1,ModernMyth,23,76,20-Dec-21,04-Feb-22,19-Jan-22,Investing In Innovation,Rannvijay Singh,Beauty/Fashion,Bags Slings Clutches Handbags Totes Laptop Bags Travel Essentials Pouches Trunks & Gifting,2019,2,1,1,0,Young,Delhi,Delhi,0,14,0,0,0,no,140,no,funded,75,5,1500,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,No,Yes,Yes,Yes,Yes,No,No,1
1,TheSassBar,24,77,20-Dec-21,04-Feb-22,20-Jan-22,A Decade Of Indian Entrepreneurship,Rannvijay Singh,Beauty/Fashion,Gifts Soaps,2019,1,0,1,0,Young,Mumbai,Maharashtra,0,7,65,55,0,no,0,no,funded,40,8,500,Yes,Yes,50,35,0,0,143,2,no,No,0,0,0,0,0,0,0,25,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17.5,0,Ghazal Alagh,Ghazal Alagh,Yes,Yes,Yes,No,Yes,No,No,1
1,KGAgrotech,24,78,20-Dec-21,04-Feb-22,20-Jan-22,A Decade Of Indian Entrepreneurship,Rannvijay Singh,Agriculture,Agricultural Innovations,2022,2,2,0,0,Young,Malegaon,Maharashtra,0,0,0,0,0,no,0,no,funded,30,10,300,Yes,Yes,10,40,20,0,25,1,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,20,0,0,0,0,0,0,0,0,0,No Guest Invested,Ghazal Alagh,Yes,Yes,Yes,No,Yes,No,No,1
1,NuskhaKitchen,24,79,20-Dec-21,04-Feb-22,20-Jan-22,A Decade Of Indian Entrepreneurship,Rannvijay Singh,Food,Homemade after delivery Foods,2019,2,1,1,0,Middle,Jaipur,Rajasthan,0,1.45,0,0,0,no,0,no,funded,20,10,200,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ghazal Alagh,Yes,Yes,Yes,No,Yes,No,No,1
1,PawsIndia,25,80,20-Dec-21,04-Feb-22,21-Jan-22,An Ocean Of Opportunities,Rannvijay Singh,Animal/Pets,Dog Products,2016,1,0,1,0,Young,Mumbai,Maharashtra,300,20,0,16,0,no,350,no,funded,50,4,1250,Yes,Yes,50,15,0,0,333,1,yes,No,0,0,0,0,0,0,0,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ghazal Alagh,Yes,Yes,Yes,No,Yes,No,No,1
1,SunfoxTechnologies,25,81,20-Dec-21,04-Feb-22,21-Jan-22,An Ocean Of Opportunities,Rannvijay Singh,Medical/Health,Portable ECG Device,2016,4,4,0,0,Young,Dehradun,Uttarakhand,120,5,0,0,0,no,0,no,funded,100,2,5000,Yes,Yes,100,6,0,0,1667,5,no,No,0,20,1.2,0,20,1.2,0,20,1.2,0,0,0,0,20,1.2,0,0,0,0,0,0,0,20,1.2,0,Ghazal Alagh,Ghazal Alagh,Yes,Yes,Yes,No,Yes,No,No,1
1,Alpino,25,82,20-Dec-21,04-Feb-22,21-Jan-22,An Ocean Of Opportunities,Rannvijay Singh,Food,Roasted Peanut butter Products,2016,4,4,0,0,Young,Surat,Gujarat,0,0,38,0,0,yes,0,no,funded,150,2,7500,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ghazal Alagh,Yes,Yes,Yes,No,Yes,No,No,1
1,IsakFragrances,26,83,20-Dec-21,04-Feb-22,24-Jan-22,Revolutionary Ideas,Rannvijay Singh,Beauty/Fashion,Perfumes Fragrances,2016,1,0,1,0,Young,Lucknow,Uttar Pradesh,0,3.5,0,0,0,no,0,no,funded,50,8,625,Yes,Yes,50,50,0,0,100,1,yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ghazal Alagh,Yes,Yes,Yes,No,Yes,No,No,1
1,JulaaAutomation,26,84,20-Dec-21,04-Feb-22,24-Jan-22,Revolutionary Ideas,Rannvijay Singh,Manufacturing,Automatic Cradle,2022,3,3,0,0,Middle,Ahmedabad,Gujarat,0,0,0,0,0,no,0,yes,funded,50,10,500,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ghazal Alagh,Yes,Yes,Yes,No,Yes,No,No,1
1,RarePlanet,26,85,20-Dec-21,04-Feb-22,24-Jan-22,Revolutionary Ideas,Rannvijay Singh,Manufacturing,Handicrafts,2015,2,2,0,0,Middle,Kolkata,West Bengal,0,12,0,10,0,no,6000,no,funded,65,1,6500,Yes,Yes,65,3,0,0,2167,1,no,No,0,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ghazal Alagh,Yes,Yes,Yes,No,Yes,No,No,1
1,ThekaCoffee,27,86,20-Dec-21,04-Feb-22,25-Jan-22,Investing In The Future Of India,Rannvijay Singh,Food,Coffee Products,2018,1,1,0,0,Young,Gandhinagar,Gujarat,180,4,0,0,0,no,12,no,funded,50,10,500,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ghazal Alagh,Yes,Yes,Yes,No,Yes,No,No,1
1,WattTechnovations,27,87,20-Dec-21,04-Feb-22,25-Jan-22,Investing In The Future Of India,Rannvijay Singh,Medical/Health,Ventilated PPE Kits,2020,1,1,0,0,Young,Pune,Maharashtra,0,0,0,0,0,no,0,no,funded,0.00101,2,0,Yes,Yes,0.00101,4,0,0,0,4,no,No,0,0.0002525,1,0,0,0,0,0.0002525,1,0,0,0,0,0.0002525,1,0,0,0,0,0,0,0,0.0002525,1,0,Ghazal Alagh,Ghazal Alagh,Yes,Yes,Yes,No,Yes,No,No,1
1,AlisteTechnologies,27,88,20-Dec-21,04-Feb-22,25-Jan-22,Investing In The Future Of India,Rannvijay Singh,Technology/Software,Automation Solutions,2020,6,6,0,0,Young,Noida,Uttar Pradesh,63,7.5,0,40,0,no,0,no,funded,60,5,1200,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ghazal Alagh,Yes,Yes,Yes,No,Yes,No,No,1
1,InsuranceSamadhan,27,89,20-Dec-21,04-Feb-22,25-Jan-22,Investing In The Future Of India,Rannvijay Singh,Services,Insurance Solutions,2016,3,2,1,0,Middle,Noida,Uttar Pradesh,104,22,0,0,0,no,0,no,funded,100,1,10000,Yes,Yes,100,4,0,0,2500,1,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ghazal Alagh,Yes,Yes,Yes,No,Yes,No,No,1
1,HumpyA2,28,90,20-Dec-21,04-Feb-22,26-Jan-22,Meeting The New India Minds,Rannvijay Singh,Food,Organic Milk A2 Products,2017,3,2,1,0,Middle,Pune,Maharashtra,208,0,44,0,0,no,0,no,funded,75,4,1875,Yes,Yes,100,15,0,0,667,3,no,No,0,0,0,0,33.33,5,0,0,0,0,0,0,0,33.33,5,0,0,0,0,0,0,0,33.33,5,0,Ghazal Alagh,Ghazal Alagh,Yes,Yes,Yes,No,Yes,No,No,1
1,KunafaWorld,28,91,20-Dec-21,04-Feb-22,26-Jan-22,Meeting The New India Minds,Rannvijay Singh,Food,Kunafa food products,2018,2,1,1,1,Young,Mangalore,Karnataka,200,30,0,30,0,no,0,no,funded,90,5,1800,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ghazal Alagh,Yes,Yes,Yes,No,Yes,No,No,1
1,GoldSafeSolutions,28,92,20-Dec-21,04-Feb-22,26-Jan-22,Meeting The New India Minds,Rannvijay Singh,Manufacturing,Anti-Suicidal Fan Rod,2017,2,2,0,0,Middle,Mumbai,Maharashtra,60,0,25,0,0,no,0,no,funded,50,5,1000,Yes,Yes,50,30,0,0,167,3,no,No,0,0,0,0,16.66,10,0,0,0,0,0,0,0,16.66,10,0,0,0,0,0,0,0,16.66,10,0,Ghazal Alagh,Ghazal Alagh,Yes,Yes,Yes,No,Yes,No,No,1
1,WakaoFoods,29,93,20-Dec-21,04-Feb-22,27-Jan-22,Businesses Of Tomorrow,Rannvijay Singh,Food,Jackfruit Products,2021,1,1,0,0,Middle,Goa,Goa,72,6,0,0,0,no,0,no,funded,75,5,1500,Yes,Yes,75,21,0,0,357,3,no,No,0,25,7,0,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,Ghazal Alagh,Ghazal Alagh,Yes,Yes,Yes,No,Yes,No,No,1
1,PDDFalcon,29,94,20-Dec-21,04-Feb-22,27-Jan-22,Businesses Of Tomorrow,Rannvijay Singh,Manufacturing,Stainless Steel Items,2018,2,1,1,1,Young,Gandhinagar,Gujarat,242,0,30,0,0,no,300,no,funded,75,3,2500,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ghazal Alagh,Yes,Yes,Yes,No,Yes,No,No,1
1,PlayBoxTV,29,95,20-Dec-21,04-Feb-22,27-Jan-22,Businesses Of Tomorrow,Rannvijay Singh,Services,Streaming Platform,2017,2,2,0,0,Young,Mumbai,Maharashtra,1020,87,0,0,0,no,0,no,funded,100,3.5,2857,Yes,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ghazal Alagh,Yes,Yes,Yes,No,Yes,No,No,1
1,Sippline,30,96,20-Dec-21,04-Feb-22,28-Jan-22,Sharks Ki Expertise,Rannvijay Singh,Manufacturing,Portable Glass Attachment Drinking Shields,2019,1,1,0,0,Middle,Pune,Maharashtra,0,0,0,0,0,no,0,no,funded,75,15,500,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,Yes,Yes,Yes,No,No,No,1
1,KabaddiAdda,30,97,20-Dec-21,04-Feb-22,28-Jan-22,Sharks Ki Expertise,Rannvijay Singh,Sports,All-Kabaddi App,2019,2,2,0,0,Middle,Bangalore,Karnataka,250,0,80,30,0,no,0,no,funded,80,1,8000,Yes,Yes,80,6,0,0,1333,2,no,No,0,40,3,0,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,Yes,Yes,Yes,No,No,No,1
1,ShadesofSpring,30,98,20-Dec-21,04-Feb-22,28-Jan-22,Sharks Ki Expertise,Rannvijay Singh,Services,Flowers,2019,2,1,1,1,Young,Bangalore,Karnataka,900,0,30,0,0,no,0,no,funded,300,1,30000,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,Yes,Yes,Yes,No,No,No,1
1,Scholify,30,99,20-Dec-21,04-Feb-22,28-Jan-22,Sharks Ki Expertise,Rannvijay Singh,Education,Scholarship Platform,2018,1,1,0,0,Middle,Bangalore,Karnataka,0,0,0,0,0,no,0,no,funded,50,7.5,667,No,No,0,0,0,0,0,0,no,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Guest Invested,Ashneer Grover,Yes,Yes,Yes,Yes,No,No,No,1
